Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
15-Jul-25,340457,Temporarily Closed (Renovation / Relocation/Internet issue),Renovation,Renovation 
15-Jul-25,336448,Permanently Closed (Outlet/brand),0,
16-Jul-25,103922,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
16-Jul-25,357318,Permanently Closed (Outlet/brand),"As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2–3 outlets per day, and out of those, 1–2 outlets eventually get closed.","As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2?? outlets per day, and out of those, 1?? outlets eventually get closed."
16-Jul-25,339407,Permanently Closed (Outlet/brand),Franchise outlet Closed due to Low business,Franchise outlet Closed due to Low business
16-Jul-25,383876,Event Account / Demo Account,Event ID,Event ID
16-Jul-25,56462,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
16-Jul-25,126137,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
17-Jul-25,315904,Permanently Closed (Outlet/brand),Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
17-Jul-25,341465,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
17-Jul-25,335044,Permanently Closed (Outlet/brand),It is working on another RID. They have changed 2 RIDs by far.,It is working on another RID. They have changed 2 RIDs by far.
17-Jul-25,152655,Permanently Closed (Outlet/brand),"The outlet is temporarily closed. They have not shared the exact reason, but the issue is not from Petpooja’s side. Once their internal issue is resolved, they will purchase a new ID",They will proceed with the renewal soon.
17-Jul-25,64414,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
17-Jul-25,88804,Permanently Closed (Outlet/brand),"The Franchise not performing well, so the outlet was closed. They are streamlining the setup and new opening.","The Franchise not performing well, so the outlet was closed. They are streamlining the setup and new opening."
17-Jul-25,123358,Permanently Closed (Outlet/brand),The outlet has been closed due to underperformance in the market.,The outlet has been closed due to underperformance in the market.
17-Jul-25,97150,Permanently Closed (Outlet/brand),Outlet is removed by the owener on 23rd July 2025,Outlet is removed by the owener on 23rd July 2025
17-Jul-25,154423,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
17-Jul-25,336308,Permanently Closed (Outlet/brand),"Due to low sales over the location, operation is closed","Due to low sales over the location, operation is closed"
17-Jul-25,360988,Not Connected Brand,Unable to connect with the brand despite multiple attempts.,Unable to connect with the brand despite multiple attempts.
18-Jul-25,326874,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
18-Jul-25,386209,Not Connected Brand,0,
18-Jul-25,354743,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Dec 2025.,The Id has been deleted from the dashboard on 16 Dec 2025.
18-Jul-25,73070,Permanently Closed (Outlet/brand),"Due to GST revision, Cones & Brew brand's billing has been closed. The billing has now been added under Vasanta Bhavan, main brand.","Due to GST revision, Cones & Brew brand's billing has been closed. The billing has now been added under Vasanta Bhavan, main brand."
18-Jul-25,340598,Permanently Closed (Outlet/brand),The outlet has shifted from Parul University's food court.,The outlet has shifted from Parul University's food court.
18-Jul-25,316662,Not Connected Brand,Not Connected Brand,Not Connected Brand
18-Jul-25,380846,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
18-Jul-25,118637,Permanently Closed (Outlet/brand),closed no sale,closed no sale
18-Jul-25,377477,Outlet once out of Sync- now Active,due to mela,due to mela
18-Jul-25,140520,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
19-Jul-25,24594,Permanently Closed (Outlet/brand),Low Buinsess,Low Buinsess 
19-Jul-25,142250,Permanently Closed (Outlet/brand),Outlet has been closed permanently,Outlet has been closed permanently
19-Jul-25,341252,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
19-Jul-25,54039,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
19-Jul-25,82003,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
19-Jul-25,325311,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
19-Jul-25,325999,Permanently Closed (Outlet/brand),0,
19-Jul-25,81528,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
19-Jul-25,348664,Permanently Closed (Outlet/brand),The Brand has no control over the franchise and the franchise decided to continue Petpooja or not.,The Brand has no control over the franchise and the franchise decided to continue Petpooja or not.
19-Jul-25,376210,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
19-Jul-25,366281,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
21-Jul-25,102092,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
21-Jul-25,50889,Permanently Closed (Outlet/brand),The brand is not connected from the starting highlighted to the sales team,The brand is not connected from the starting highlighted to the sales team
21-Jul-25,330682,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
21-Jul-25,369711,Ownership Transferred,"Franchise changed recently, hence taking timeto settle, but they'll reopen soon","Franchise changed recently, hence taking timeto settle, but they'll reopen soon"
21-Jul-25,140321,Switched to Another POS,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.,The brand is switched to Rista PoS. Not using Petpooja POSS Due to Pricing issue.
21-Jul-25,94975,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
21-Jul-25,153094,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
21-Jul-25,348306,Permanently Closed (Outlet/brand),Outlet is deleted by owner on 24th July 2025,Outlet is deleted by owner on 24th July 2025
21-Jul-25,389875,Permanently Closed (Outlet/brand),KAM needs to respond,KAM needs to respond
21-Jul-25,385999,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
21-Jul-25,129690,Permanently Closed (Outlet/brand),Due to low sales and rental issues the outlets are closed,Due to low sales and rental issues the outlets are closed
21-Jul-25,34962,Temporarily Closed (Renovation / Relocation/Internet issue),"The outlet is located in the mall, and renovation is going on in the mall , it will take more tan 5 months","The outlet is located in the mall, and renovation is going on in the mall "
21-Jul-25,386370,Permanently Closed (Outlet/brand),They haven't started billing. They will go-live from 1st April after inventory setup.,They haven't started billing. Will start once their requirements related to reports and POS are fulfilled.
21-Jul-25,354265,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
21-Jul-25,89943,Permanently Closed (Outlet/brand),Outlets are closed,Outlets are closed
21-Jul-25,364697,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
21-Jul-25,158604,Temporarily Closed (Renovation / Relocation/Internet issue),"As discussed on this number 8094009222, the item is currently running out of stock - soon they will refill the stock and sync the POS within 10-15 days.",Active
21-Jul-25,363842,Permanently Closed (Outlet/brand),Low Buiness,Low Buiness
21-Jul-25,379917,Permanently Closed (Outlet/brand),0,
23-Jul-25,338740,Permanently Closed (Outlet/brand),Low Buiness,Low Buiness
23-Jul-25,48537,Permanently Closed (Outlet/brand),Same owner as Mehraj foods and having some internal issues for the brand,Same owner as Mehraj foods and having some internal issues for the brand
23-Jul-25,368098,Permanently Closed (Outlet/brand),Franchise outlet permanently closed due to non performance,Franchise outlet permanently closed due to non performance
23-Jul-25,50557,Permanently Closed (Outlet/brand),The Id has been deleted from the dashboard on 16 Jan 2025.,The Id has been deleted from the dashboard on 16 Jan 2025.
23-Jul-25,383501,Permanently Closed (Outlet/brand),"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets.","They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
23-Jul-25,354668,Outlet once out of Sync- now Active,Active now.,Active now.
23-Jul-25,147910,Permanently Closed (Outlet/brand),0,
23-Jul-25,82894,Permanently Closed (Outlet/brand),0,
23-Jul-25,103900,Not Connected Brand,0,
23-Jul-25,373446,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
23-Jul-25,390215,Permanently Closed (Outlet/brand),The Ids were on trial basis and upon approval by Parthiv Sir,The Ids were on trial basis and upon approval by Parthiv Sir
23-Jul-25,382465,Permanently Closed (Outlet/brand),due to low sale,due to low sale 
23-Jul-25,355287,Permanently Closed (Outlet/brand),0,
23-Jul-25,314823,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),"Couldnt connect with customer, waiting for confirmation"
24-Jul-25,34968,Permanently Closed (Outlet/brand),The franchises has been closed,The franchises has been closed
24-Jul-25,340854,Permanently Closed (Outlet/brand),The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.,The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.
24-Jul-25,360940,Not Connected Brand,not connected with brand,not connected with brand
24-Jul-25,325824,Permanently Closed (Outlet/brand),The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.,The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.
24-Jul-25,97187,I don't know,0,
24-Jul-25,363478,Permanently Closed (Outlet/brand),"Brand is facing financial issue, also these outlets has more than 150+ out of sync days. Hence consider as permanently closed.",Brand is facing financial issue
24-Jul-25,332557,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
25-Jul-25,54867,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),
25-Jul-25,342806,Permanently Closed (Outlet/brand),"The POC is not picking the call, but as per sales person its due to operational challenges.",The owner has arrogantly denied to share the reason.
25-Jul-25,80220,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
25-Jul-25,337010,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
25-Jul-25,130682,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
28-Jul-25,158977,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
28-Jul-25,315054,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
28-Jul-25,134356,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
28-Jul-25,23469,Permanently Closed (Outlet/brand),Operational issue. Sync days are more than 90+ days hence considering as Permanent closed.,Operational issue
28-Jul-25,335429,Permanently Closed (Outlet/brand),"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets.","They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
28-Jul-25,316126,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
28-Jul-25,89619,Switched to Another POS,They needed some invenotry developments that were not possible now not responding for POS name,They needed some invenotry developments that were not possible now not responding for POS name
28-Jul-25,348985,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
28-Jul-25,89621,Switched to Another POS,They needed some invenotry developments that were not possible now not responding for POS name,They needed some invenotry developments that were not possible now not responding for POS name
28-Jul-25,355892,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
28-Jul-25,353766,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
28-Jul-25,369870,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
28-Jul-25,326376,Permanently Closed (Outlet/brand),As cofirmed with Brand POC [Harshil] outlet is under maintenance. And they will resume with the same RID if they continue.,As cofirmed with Brand POC [Harshil] outlet is under maintenance.
28-Jul-25,330766,Permanently Closed (Outlet/brand),Due to low sales,Due to low sales
28-Jul-25,131620,Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
28-Jul-25,340225,Permanently Closed (Outlet/brand),Burgonomics jawahar nagar kota (Id: 340225) removed by BURGONOMICS HEAD OFFICE (burgonomicsind@gmail.com) using Chrome,Burgonomics jawahar nagar kota (Id: 340225) removed by BURGONOMICS HEAD OFFICE (burgonomicsind@gmail.com) using Chrome
28-Jul-25,154616,Permanently Closed (Outlet/brand),"The brand has been closed, and they have now started another business under the name Herbal Deck.","The brand has been closed, and they have now started another business under the name Herbal Deck."
28-Jul-25,319387,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
28-Jul-25,89620,Switched to Another POS,They needed some invenotry developments that were not possible,They needed some invenotry developments that were not possible
28-Jul-25,81705,Switched to Another POS,Brand is shifted to another POS Rista due to pricing I am in touch with owner and trying to retaing the brand,Brand is shifted to another POS Rista due to pricing I am in touch with owner and trying to retaing the brand
28-Jul-25,129511,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to low sales.,The outlet has been permanently closed due to low sales.
28-Jul-25,145152,Permanently Closed (Outlet/brand),0,
29-Jul-25,344593,Permanently Closed (Outlet/brand),There is laptop issue for that it was not sync from the last month.,There is laptop issue for that it was not sync from the last month.
29-Jul-25,337809,Permanently Closed (Outlet/brand),Outlet has been closed permanently,Outlet has been closed permanently
29-Jul-25,94128,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
29-Jul-25,338806,Permanently Closed (Outlet/brand),Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
29-Jul-25,351735,Permanently Closed (Outlet/brand),"This is closed as of now, they will use this ID again, once the new location will confirm. Because sync days is more than 90 days, hence kept it as permanently closed.",Relocation
30-Jul-25,127217,Permanently Closed (Outlet/brand),Franchise outlet closed permanently due to non performance,Franchise outlet closed permanently due to non performance
30-Jul-25,327248,Permanently Closed (Outlet/brand),"Brand is facing financial issue, also these outlets has more than 150+ out of sync days. Hence consider as permanently closed.",Brand is facing financial issue
30-Jul-25,156334,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily closed for renovation,Temporarily closed for renovation
30-Jul-25,366387,Permanently Closed (Outlet/brand),Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.,Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.
30-Jul-25,83297,Outlet once out of Sync- now Active,0,"This outlet is temporarily closed. The brand has not shared the exact reason for the closure; however, they have clearly informed us that the decision is not related to Petpooja."
30-Jul-25,156646,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
30-Jul-25,375226,Permanently Closed (Outlet/brand),0,
30-Jul-25,367828,Permanently Closed (Outlet/brand),As confirmed by the owner due to low sales the outlet is closed and they might plan for location change,As confirmed by the owner due to low sales the outlet is closed and they might plan for location change
30-Jul-25,84625,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
30-Jul-25,44334,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
31-Jul-25,117136,Permanently Closed (Outlet/brand),Franchises Closed due to Agreement issue with brand,Franchises Closed due to Agreement issue with brand
31-Jul-25,322946,Permanently Closed (Outlet/brand),"The brand informed us that due to mismanagement and a lack of internal communication, their outlets were not performing well. Therefore, they have decided to relaunch their own brand with a new look and a revised menu.","The brand informed us that due to mismanagement and a lack of internal communication, their outlets were not performing well. Therefore, they have decided to relaunch their own brand with a new look and a revised menu."
31-Jul-25,357289,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
31-Jul-25,69813,Switched to Another POS,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.,The brand shifted to rancelab due to pricing factor for multiple servcies and renewal at the 10k cost for all requested services.
31-Jul-25,390217,Permanently Closed (Outlet/brand),The Ids were on trial basis and upon approval by Parthiv Sir,The Ids were on trial basis and upon approval by Parthiv Sir
31-Jul-25,363289,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
31-Jul-25,51299,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
31-Jul-25,91709,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
01-Aug-25,373538,Permanently Closed (Outlet/brand),Outlet operations have been closed,Outlet operations have been closed
01-Aug-25,106724,Switched to Another POS,Brand is shifted to another POS Rista due to pricing I am in touch with owner and trying to retaing the brand,Brand is shifted to another POS Rista due to pricing I am in touch with owner and trying to retaing the brand
01-Aug-25,86319,Permanently Closed (Outlet/brand),0,
01-Aug-25,348787,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
01-Aug-25,371260,Permanently Closed (Outlet/brand),"Brand is still hyper active, and yet to get response from the brand admins on churn IDs","Brand is still hyper active, and yet to get response from the brand admins on churn IDs"
01-Aug-25,111813,Permanently Closed (Outlet/brand),Brand was located in a food court and the same is closing down,Brand was located in a food court and the same is closing down
01-Aug-25,353310,Permanently Closed (Outlet/brand),Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.,Franchaise are not paying rent and low sales and brand is paying their debt hence planning for new location and currently it is closed.
01-Aug-25,356102,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
04-Aug-25,338998,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Aug-25,92711,Permanently Closed (Outlet/brand),0,
04-Aug-25,370396,Temporarily Closed (Renovation / Relocation/Internet issue),The shop is closed due to fire incident. they will reopen it soon.,The shop is closed due to fire incident. they will reopen it soon. 
04-Aug-25,57848,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
04-Aug-25,120964,Switched to Another POS,The Brand switched to dotpe before me joining,try to connect but not ans
04-Aug-25,338224,Permanently Closed (Outlet/brand),outlet is closed,outlet is closed
04-Aug-25,345798,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Aug-25,363608,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
04-Aug-25,367158,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Aug-25,132513,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
04-Aug-25,376012,Permanently Closed (Outlet/brand),The outlet has been permanently closed due to low sales.,Temporary closed due to relocation.
04-Aug-25,78564,Permanently Closed (Outlet/brand),Issues with Franchise,Issues with Franchise
04-Aug-25,142682,Switched to Another POS,Brand is shifted to another POS Urban Piper as per managements call and currently not connected with the brand,Brand is shifted to another POS Urban Piper  as per managements call and currently not connected with the brand
04-Aug-25,379939,Permanently Closed (Outlet/brand),"This outlet is permanently closed. The brand has not shared the exact reason for the closure; however, they have clearly informed us that the decision is not related to Petpooja.","This outlet is permanently closed. The brand has not shared the exact reason for the closure; however, they have clearly informed us that the decision is not related to Petpooja."
04-Aug-25,78883,Permanently Closed (Outlet/brand),Owner is not sharing the resaon.,Owner is not sharing the resaon.
04-Aug-25,318605,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Temporarily Closed (Renovation / Relocation/Internet issue)
04-Aug-25,138484,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
04-Aug-25,142308,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
04-Aug-25,47193,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
04-Aug-25,110437,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Aug-25,42876,Permanently Closed (Outlet/brand),Franchise outlet closed due to non performance,Franchise outlet closed due to non performance
04-Aug-25,48438,Temporarily Closed (Renovation / Relocation/Internet issue),Outlet is relocating will resume soon exact timeline is not given by owner,Outlet is relocating will resume soon exact timeline is not given by owner
04-Aug-25,24617,Permanently Closed (Outlet/brand),"As per the admin, the outlet is permanently closed","As per the admin, the outlet is permanently closed"
04-Aug-25,385656,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
04-Aug-25,90782,Permanently Closed (Outlet/brand),0,
04-Aug-25,338435,Permanently Closed (Outlet/brand),"The franchise outlet has been removed from the master chain; hence, they are no longer using Petpooja.","The franchise outlet has been removed from the master chain; hence, they are no longer using Petpooja."
04-Aug-25,385375,Permanently Closed (Outlet/brand),This brans is not operational as the owner is taking care of the operations due to some health issues,This brans is not operational as the owner is taking care of the operations due to some health issues
04-Aug-25,130850,Not Connected Brand,Not Connected.,Not Connected.
04-Aug-25,145151,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
04-Aug-25,108791,Permanently Closed (Outlet/brand),closed,I don't know
04-Aug-25,319378,Permanently Closed (Outlet/brand),Outlets closed as they are not performing well,Outlets closed as they are not performing well
05-Aug-25,373940,Permanently Closed (Outlet/brand),Permanatly closed this outlet.,"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
05-Aug-25,142833,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-Aug-25,338885,Not Connected Brand,KAM needs to respond,KAM needs to respond
05-Aug-25,327227,Permanently Closed (Outlet/brand),"I connected with the brand owner, Mr. Arun, and he informed that the outlet was not performing well in the market, due to which they have decided to close it.","I connected with the brand owner, Mr. Arun, and he informed that the outlet was not performing well in the market, due to which they have decided to close it."
05-Aug-25,150455,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
05-Aug-25,35193,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
05-Aug-25,355952,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
06-Aug-25,50416,Permanently Closed (Outlet/brand),Sales not improved.. so these branches was already closed.,Sales not improved.. so these branches was already closed.
06-Aug-25,122747,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Aug-25,125786,Permanently Closed (Outlet/brand),"As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2–3 outlets per day, and out of those, 1–2 outlets eventually get closed.","As discussed with the brand, they do not have direct control over their franchise outlets. They onboard approximately 2?? outlets per day, and out of those, 1?? outlets eventually get closed."
06-Aug-25,371911,Not Connected Brand,"Since this brand was assigned to me, it has remained not connected.
","Since this brand was assigned to me, it has remained not connected.
"
06-Aug-25,90820,Outlet once out of Sync- now Active,Outlet once out of Sync- now Active,Outlet once out of Sync- now Active
06-Aug-25,353442,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB."
06-Aug-25,88764,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
06-Aug-25,87766,Permanently Closed (Outlet/brand),KAM needs to respond,KAM needs to respond
06-Aug-25,324453,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
06-Aug-25,374452,Permanently Closed (Outlet/brand),The outlet has been permanently closed as it wasn't performing well.,The outlet has been permanently closed as it wasn't performing well.
06-Aug-25,326843,Switched to Another POS,Using their own application,Using their own application 
06-Aug-25,157777,Permanently Closed (Outlet/brand),0,
07-Aug-25,336410,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
07-Aug-25,143873,Permanently Closed (Outlet/brand),"As confirmed with the brand owner, the franchise owner has closed the outlet due to location-related issues.","As confirmed with the brand owner, the franchise owner has closed the outlet due to location-related issues."
07-Aug-25,86908,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
07-Aug-25,72686,Switched to Another POS,"This is red brand,They devloped their own software","This is red brand,They devloped their own software"
07-Aug-25,46248,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
07-Aug-25,348239,Permanently Closed (Outlet/brand),"I spoke with Arun, who is handling the brand’s operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed.","I spoke with Arun, who is handling the brand?? operations. He responded in a frustrated tone and mentioned that they do not have the bandwidth to check each ID individually, as their primary focus is on franchise expansion. He further shared that several outlet owners have shifted abroad, some outlets were not generating sufficient sales, and in a few cases, the agreements had expired and were not renewed."
07-Aug-25,355135,Permanently Closed (Outlet/brand),Outlet operations have been closed. New id has been taken in its place,Outlet operations have been closed. New id has been taken in its place
07-Aug-25,28687,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
07-Aug-25,120367,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
07-Aug-25,126550,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
07-Aug-25,154650,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue),Waiting for confirmation
07-Aug-25,316649,Permanently Closed (Outlet/brand),Franchise Outlets Closed,Franchise Outlets Closed
